# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
      76.345       96.300     2105.168     2968.918
      76.356       95.900     2105.168     2968.918
      76.366      191.700     2105.168     2968.918
      76.377        0.000     2105.168     2968.918
      76.387        0.000     2105.168     2968.918
      76.398       94.400     2105.168     2968.918
      76.408      188.000     2105.168     2968.918
      76.419       94.200     2105.168     2968.918
      76.429      192.000     2105.168     2968.918
      76.440       95.300     2105.168     2968.918
      76.450      191.700     2105.168     2968.918
      76.461       95.200     2105.168     2968.918
      76.471       94.500     2105.168     2968.918
      76.482       95.400     2105.168     2968.918
      76.492       96.200     2105.168     2968.918
      76.503      286.700     2105.168     2968.918
      76.513       95.100     2105.168     2968.918
      76.524        0.000     2105.168     2968.918
      76.534       93.900     2105.168     2968.918
      76.545      280.800     2105.168     2968.918
      76.556       94.100     2105.168     2968.918
      76.566        0.000     2105.168     2968.918
      76.576       97.000     2105.168     2968.918
      76.587       96.900     2105.168     2968.918
      76.597       96.600     2105.168     2968.918
      76.607       96.800     2105.168     2968.918
      76.618       97.300     2105.168     2968.918
      76.628      194.600     2105.168     2968.918
      76.638       97.200     2105.168     2968.918
      76.649      195.500     2105.168     2968.918
      76.659        0.000     2105.168     2968.918
      76.669        0.000     2105.168     2968.918
      76.679      194.900     2105.168     2968.918
      76.690      194.200     2105.168     2968.918
      76.700        0.000     2105.168     2968.918
      76.710       97.000     2105.168     2968.918
      76.721        0.000     2105.168     2968.918
      76.731        0.000     2105.168     2968.918
      76.742       94.300     2105.168     2968.918
      76.752        0.000     2105.168     2968.918
      76.763        0.000     2105.168     2968.918
      76.774        0.000     2105.168     2968.918
      76.784        0.000     2105.168     2968.918
      76.795        0.000     2105.168     2968.918
      76.807        0.000     2105.168     2968.918
      76.817       93.000     2105.168     2968.918
      76.828       92.400     2105.168     2968.918
      76.839       93.100     2105.168     2968.918
      76.850        0.000     2105.168     2968.918
      76.860      190.400     2105.168     2968.918
      76.871        0.000     2105.168     2968.918
      76.881      291.100     2105.168     2968.918
      76.891      193.400     2105.168     2968.918
      76.902       96.500     2105.168     2968.918
      76.912        0.000     2105.168     2968.918
      76.922       95.800     2105.168     2968.918
      76.933      186.600     2105.168     2968.918
      76.944        0.000     2105.168     2968.918
      76.955       92.500     2105.168     2968.918
      76.965        0.000     2105.168     2968.918
      76.976        0.000     2105.168     2968.918
      76.987       95.400     2105.168     2968.918
      76.997        0.000     2105.168     2968.918
      77.007      194.800     2105.168     2968.918
      77.018      194.700     2105.168     2968.918
      77.028        0.000     2105.168     2968.918
      77.038       97.100     2105.168     2968.918
      77.048       97.500     2105.168     2968.918
      77.059        0.000     2105.168     2968.918
      77.069       97.000     2105.168     2968.918
      77.079        0.000     2105.168     2968.918
      77.089       97.400     2105.168     2968.918
      77.100      192.000     2105.168     2968.918
      77.111      185.100     2105.168     2968.918
      77.121      191.400     2105.168     2968.918
      77.132      190.600     2105.168     2968.918
      77.142       96.700     2105.168     2968.918
      77.152        0.000     2105.168     2968.918
      77.163        0.000     2105.168     2968.918
      77.173       96.500     2105.168     2968.918
      77.183        0.000     2105.168     2968.918
      77.194       96.300     2105.168     2968.918
      77.204       96.300     2105.168     2968.918
      77.215        0.000     2105.168     2968.918
      77.225        0.000     2105.168     2968.918
      77.235        0.000     2105.168     2968.918
      77.246      192.800     2105.168     2968.918
      77.256        0.000     2105.168     2968.918
      77.266       96.400     2105.168     2968.918
      77.277       96.300     2105.168     2968.918
      77.287        0.000     2105.168     2968.918
      77.297       95.900     2105.168     2968.918
      77.308       95.700     2105.168     2968.918
      77.318      192.200     2105.168     2968.918
      77.329        0.000     2105.168     2968.918
      77.339       96.900     2105.168     2968.918
      77.349        0.000     2105.168     2968.918
      77.360       95.800     2105.168     2968.918
      77.370        0.000     2105.168     2968.918
      77.381        0.000     2105.168     2968.918
      77.392       93.700     2105.168     2968.918
      77.402        0.000     2105.168     2968.918
      77.413      279.900     2105.168     2968.918
      77.424      188.900     2105.168     2968.918
      77.434       95.600     2105.168     2968.918
      77.445      191.200     2105.168     2968.918
      77.456       88.200     2105.168     2968.918
      77.467       92.300     2105.168     2968.918
      77.477      187.900     2105.168     2968.918
      77.488       96.100     2105.168     2968.918
      77.498       95.900     2105.168     2968.918
      77.509        0.000     2105.168     2968.918
      77.519        0.000     2105.168     2968.918
      77.530        0.000     2105.168     2968.918
      77.541        0.000     2105.168     2968.918
      77.551       93.600     2105.168     2968.918
      77.562        0.000     2105.168     2968.918
      77.573       93.400     2105.168     2968.918
      77.583      187.400     2105.168     2968.918
      77.594       93.600     2105.168     2968.918
      77.605        0.000     2105.168     2968.918
      77.615       94.300     2105.168     2968.918
      77.626      187.600     2105.168     2968.918
      77.637       94.100     2105.168     2968.918
      77.647      189.100     2105.168     2968.918
      77.658        0.000     2105.168     2968.918
      77.668       93.800     2105.168     2968.918
      77.679       94.200     2105.168     2968.918
      77.690        0.000     2105.168     2968.918
      77.700        0.000     2105.168     2968.918
      77.711       93.800     2105.168     2968.918
      77.722       93.900     2105.168     2968.918
      77.732      187.900     2105.168     2968.918
      77.743      187.200     2105.168     2968.918
      77.754        0.000     2105.168     2968.918
      77.764        0.000     2105.168     2968.918
      77.775        0.000     2105.168     2968.918
      77.785       94.100     2105.168     2968.918
      77.796        0.000     2105.168     2968.918
      77.807       93.700     2105.168     2968.918
      77.817        0.000     2105.168     2968.918
      77.828       94.200     2105.168     2968.918
      77.839       93.900     2105.168     2968.918
      77.849       94.000     2105.168     2968.918
      77.860        0.000     2105.168     2968.918
      77.871      187.900     2105.168     2968.918
      77.881       93.500     2105.168     2968.918
      77.892      187.500     2105.168     2968.918
      77.903      187.500     2105.168     2968.918
      77.913       92.700     2105.168     2968.918
      77.924      185.800     2105.168     2968.918
      77.935       93.400     2105.168     2968.918
      77.946       92.800     2105.168     2968.918
      77.956       93.200     2105.168     2968.918
      77.967      186.900     2105.168     2968.918
      77.978      186.700     2105.168     2968.918
      77.989      188.100     2105.168     2968.918
      77.999       94.800     2105.168     2968.918
      78.010      283.500     2105.168     2968.918
      78.020       95.700     2105.168     2968.918
      78.031       95.900     2105.168     2968.918
      78.041      285.600     2105.168     2968.918
      78.052      191.400     2105.168     2968.918
      78.062       96.100     2105.168     2968.918
      78.072        0.000     2105.168     2968.918
      78.083       93.800     2105.168     2968.918
      78.094        0.000     2105.168     2968.918
      78.104       94.000     2105.168     2968.918
      78.115        0.000     2105.168     2968.918
      78.126       92.200     2105.168     2968.918
      78.137        0.000     2105.168     2968.918
      78.147       96.500     2105.168     2968.918
      78.157       97.000     2105.168     2968.918
      78.168        0.000     2105.168     2968.918
      78.178        0.000     2105.168     2968.918
      78.188       96.400     2105.168     2968.918
      78.199        0.000     2105.168     2968.918
      78.209        0.000     2105.168     2968.918
      78.219       96.400     2105.168     2968.918
      78.230        0.000     2105.168     2968.918
      78.240       96.300     2105.168     2968.918
      78.251       96.500     2105.168     2968.918
      78.261        0.000     2105.168     2968.918
      78.272        0.000     2105.168     2968.918
      78.283       96.400     2105.168     2968.918
      78.293        0.000     2105.168     2968.918
      78.304        0.000     2105.168     2968.918
      78.314        0.000     2105.168     2968.918
      78.324        0.000     2105.168     2968.918
      78.335      191.400     2105.168     2968.918
      78.345        0.000     2105.168     2968.918
      78.356      280.100     2105.168     2968.918
      78.367       94.200     2105.168     2968.918
      78.377       93.800     2105.168     2968.918
      78.388       93.700     2105.168     2968.918
      78.399      190.300     2105.168     2968.918
      78.409       96.400     2105.168     2968.918
      78.419        0.000     2105.168     2968.918
      78.430      194.200     2105.168     2968.918
      78.440       97.300     2105.168     2968.918
      78.450       97.100     2105.168     2968.918
      78.460        0.000     2105.168     2968.918
      78.471       94.900     2105.168     2968.918
      78.482      284.500     2105.168     2968.918
      78.492       94.900     2105.168     2968.918
      78.503       94.500     2105.168     2968.918
      78.513       93.900     2105.168     2968.918
      78.524        0.000     2105.168     2968.918
      78.535       93.700     2105.168     2968.918
      78.545       93.700     2105.168     2968.918
      78.556       93.900     2105.168     2968.918
      78.567       94.200     2105.168     2968.918
      78.577      187.700     2105.168     2968.918
      78.588      186.500     2105.168     2968.918
      78.599      187.200     2105.168     2968.918
      78.609      189.500     2105.168     2968.918
      78.620       94.500     2105.168     2968.918
      78.630       93.800     2105.168     2968.918
      78.641       93.800     2105.168     2968.918
      78.652       93.500     2105.168     2968.918
      78.662       94.100     2105.168     2968.918
      78.673       94.900     2105.168     2968.918
      78.683       95.600     2105.168     2968.918
      78.694       90.800     2105.168     2968.918
      78.705        0.000     2105.168     2968.918
      78.715      193.500     2105.168     2968.918
      78.726        0.000     2105.168     2968.918
      78.736       96.600     2105.168     2968.918
      78.747       96.600     2105.168     2968.918
      78.757        0.000     2105.168     2968.918
      78.768        0.000     2105.168     2968.918
      78.778        0.000     2105.168     2968.918
      78.788        0.000     2105.168     2968.918
      78.799        0.000     2105.168     2968.918
      78.809       92.900     2105.168     2968.918
      78.820       94.200     2105.168     2968.918
      78.831       95.500     2105.168     2968.918
      78.841       96.700     2105.168     2968.918
      78.851      192.800     2105.168     2968.918
      78.862       96.700     2105.168     2968.918
      78.872       96.400     2105.168     2968.918
      78.883       96.500     2105.168     2968.918
      78.893       96.900     2105.168     2968.918
      78.903       96.700     2105.168     2968.918
      78.914       96.300     2105.168     2968.918
      78.924       97.100     2105.168     2968.918
      78.934        0.000     2105.168     2968.918
      78.944       97.400     2105.168     2968.918
      78.955       97.300     2105.168     2968.918
      78.965      194.800     2105.168     2968.918
      78.975       97.400     2105.168     2968.918
      78.986        0.000     2105.168     2968.918
      78.996       97.400     2105.168     2968.918
      79.006       97.400     2105.168     2968.918
      79.016        0.000     2105.168     2968.918
      79.027       97.900     2105.168     2968.918
      79.037      195.000     2105.168     2968.918
      79.047        0.000     2105.168     2968.918
      79.057      194.800     2105.168     2968.918
      79.068       97.900     2105.168     2968.918
      79.078       97.500     2105.168     2968.918
      79.088       97.500     2105.168     2968.918
      79.098        0.000     2105.168     2968.918
      79.109      195.600     2105.168     2968.918
      79.119       97.500     2105.168     2968.918
      79.129       97.500     2105.168     2968.918
      79.139       97.500     2105.168     2968.918
      79.150        0.000     2105.168     2968.918
      79.160       97.500     2105.168     2968.918
      79.170       97.500     2105.168     2968.918
      79.180      292.300     2105.168     2968.918
      79.191       97.400     2105.168     2968.918
      79.201        0.000     2105.168     2968.918
      79.211       97.400     2105.168     2968.918
      79.221       97.400     2105.168     2968.918
      79.232       97.000     2105.168     2968.918
      79.242        0.000     2105.168     2968.918
      79.252       97.100     2105.168     2968.918
      79.263       96.800     2105.168     2968.918
      79.273        0.000     2105.168     2968.918
      79.283       96.200     2105.168     2968.918
      79.294        0.000     2105.168     2968.918
      79.304        0.000     2105.168     2968.918
      79.318        0.000     2105.168     2968.918
      79.328      193.000     2105.168     2968.918
      79.339        0.000     2105.168     2968.918
      79.349      193.200     2105.168     2968.918
      79.359       96.800     2105.168     2968.918
      79.370      180.400     2105.168     2968.918
      79.382       89.300     2105.168     2968.918
      79.392        0.000     2105.168     2968.918
      79.402       96.700     2105.168     2968.918
      79.413       96.600     2105.168     2968.918
      79.423       97.000     2105.168     2968.918
      79.433       97.100     2105.168     2968.918
      79.444       97.100     2105.168     2968.918
      79.454      194.400     2105.168     2968.918
      79.464       97.100     2105.168     2968.918
      79.475      194.400     2105.168     2968.918
      79.485       97.300     2105.168     2968.918
      79.495       97.300     2105.168     2968.918
      79.505       97.400     2105.168     2968.918
      79.516       97.800     2105.168     2968.918
      79.526        0.000     2105.168     2968.918
      79.536      194.700     2105.168     2968.918
      79.546       97.300     2105.168     2968.918
      79.557        0.000     2105.168     2968.918
      79.567       97.400     2105.168     2968.918
      79.577       97.500     2105.168     2968.918
      79.587      194.700     2105.168     2968.918
      79.598       97.400     2105.168     2968.918
      79.608       97.500     2105.168     2968.918
      79.618       97.300     2105.168     2968.918
      79.629        0.000     2105.168     2968.918
      79.639        0.000     2105.168     2968.918
      79.649       97.400     2105.168     2968.918
      79.660       97.400     2105.168     2968.918
      79.670       97.400     2105.168     2968.918
      79.680       97.100     2105.168     2968.918
      79.690       97.300     2105.168     2968.918
      79.701        0.000     2105.168     2968.918
      79.711      187.700     2105.168     2968.918
      79.722        0.000     2105.168     2968.918
      79.733        0.000     2105.168     2968.918
      79.743        0.000     2105.168     2968.918
      79.754      188.100     2105.168     2968.918
      79.764        0.000     2105.168     2968.918
      79.775        0.000     2105.168     2968.918
      79.786       93.500     2105.168     2968.918
      79.796       93.400     2105.168     2968.918
      79.807      187.200     2105.168     2968.918
      79.818       94.000     2105.168     2968.918
      79.828       93.700     2105.168     2968.918
      79.839       94.000     2105.168     2968.918
      79.850        0.000     2105.168     2968.918
      79.860       93.900     2105.168     2968.918
      79.871      282.000     2105.168     2968.918
      79.882      187.400     2105.168     2968.918
      79.892      187.000     2105.168     2968.918
      79.903      186.900     2105.168     2968.918
      79.914      187.000     2105.168     2968.918
      79.924        0.000     2105.168     2968.918
      79.935       94.500     2105.168     2968.918
      79.946       94.500     2105.168     2968.918
      79.956      282.300     2105.168     2968.918
      79.967       93.600     2105.168     2968.918
      79.978       93.800     2105.168     2968.918
      79.988       94.100     2105.168     2968.918
      79.999       93.700     2105.168     2968.918
      80.010       94.100     2105.168     2968.918
      80.020      188.200     2105.168     2968.918
      80.031       93.600     2105.168     2968.918
      80.041       93.800     2105.168     2968.918
      80.052      187.600     2105.168     2968.918
      80.063      187.700     2105.168     2968.918
      80.073        0.000     2105.168     2968.918
      80.084       94.000     2105.168     2968.918
      80.095        0.000     2105.168     2968.918
      80.105        0.000     2105.168     2968.918
      80.116        0.000     2105.168     2968.918
      80.127       94.100     2105.168     2968.918
      80.137       93.700     2105.168     2968.918
      80.148       93.800     2105.168     2968.918
      80.159        0.000     2105.168     2968.918
      80.169       93.700     2105.168     2968.918
      80.180       93.600     2105.168     2968.918
      80.191        0.000     2105.168     2968.918
      80.201       94.100     2105.168     2968.918
      80.212      187.500     2105.168     2968.918
      80.223        0.000     2105.168     2968.918
      80.233       95.300     2105.168     2968.918
      80.244        0.000     2105.168     2968.918
      80.254       95.800     2105.168     2968.918
      80.264        0.000     2105.168     2968.918
      80.275        0.000     2105.168     2968.918
      80.286       95.300     2105.168     2968.918
      80.296        0.000     2105.168     2968.918
      80.306       96.500     2105.168     2968.918
      80.317       96.400     2105.168     2968.918
      80.328       91.200     2105.168     2968.918
      80.338        0.000     2105.168     2968.918
      80.348      193.400     2105.168     2968.918
      80.359        0.000     2105.168     2968.918
      80.369        0.000     2105.168     2968.918
      80.380       88.600     2105.168     2968.918
      80.391        0.000     2105.168     2968.918
      80.401        0.000     2105.168     2968.918
      80.412       95.300     2105.168     2968.918
      80.423        0.000     2105.168     2968.918
      80.433        0.000     2105.168     2968.918
      80.444        0.000     2105.168     2968.918
      80.454        0.000     2105.168     2968.918
      80.464        0.000     2105.168     2968.918
      80.475       94.300     2105.168     2968.918
      80.486        0.000     2105.168     2968.918
      80.497      187.100     2105.168     2968.918
      80.507       93.700     2105.168     2968.918
      80.518      190.300     2105.168     2968.918
      80.528      187.300     2105.168     2968.918
      80.539        0.000     2105.168     2968.918
      80.550       93.800     2105.168     2968.918
      80.560        0.000     2105.168     2968.918
      80.571        0.000     2105.168     2968.918
      80.582        0.000     2105.168     2968.918
      80.593      183.400     2105.168     2968.918
      80.604       92.900     2105.168     2968.918
      80.615      190.300     2105.168     2968.918
      80.625      189.800     2105.168     2968.918
      80.636       93.800     2105.168     2968.918
      80.646        0.000     2105.168     2968.918
      80.657        0.000     2105.168     2968.918
      80.668       93.900     2105.168     2968.918
      80.678       94.400     2105.168     2968.918
      80.689       93.800     2105.168     2968.918
      80.700        0.000     2105.168     2968.918
      80.710       93.700     2105.168     2968.918
      80.721       93.300     2105.168     2968.918
      80.732        0.000     2105.168     2968.918
      80.742        0.000     2105.168     2968.918
      80.752      191.100     2105.168     2968.918
      80.763        0.000     2105.168     2968.918
      80.774       94.000     2105.168     2968.918
      80.784        0.000     2105.168     2968.918
      80.795       93.300     2105.168     2968.918
      80.806        0.000     2105.168     2968.918
      80.816        0.000     2105.168     2968.918
      80.827       97.000     2105.168     2968.918
      80.837        0.000     2105.168     2968.918
      80.847        0.000     2105.168     2968.918
      80.858       96.500     2105.168     2968.918
      80.868        0.000     2105.168     2968.918
      80.878       97.100     2105.168     2968.918
      80.889      194.600     2105.168     2968.918
      80.899      194.600     2105.168     2968.918
      80.909        0.000     2105.168     2968.918
      80.920       97.300     2105.168     2968.918
      80.930       97.400     2105.168     2968.918
      80.940       97.400     2105.168     2968.918
      80.950      194.800     2105.168     2968.918
      80.961       96.800     2105.168     2968.918
      80.971        0.000     2105.168     2968.918
      80.981      190.800     2105.168     2968.918
      80.992       94.500     2105.168     2968.918
      81.003        0.000     2105.168     2968.918
      81.013       92.200     2105.168     2968.918
      81.024       92.300     2105.168     2968.918
      81.035       93.500     2105.168     2968.918
      81.046      188.600     2105.168     2968.918
      81.056       93.400     2105.168     2968.918
      81.067       92.900     2105.168     2968.918
      81.078      186.700     2105.168     2968.918
      81.089       92.400     2105.168     2968.918
      81.099       92.500     2105.168     2968.918
      81.110       93.000     2105.168     2968.918
      81.121       92.100     2105.168     2968.918
      81.132       92.900     2105.168     2968.918
      81.142       92.900     2105.168     2968.918
      81.153       93.400     2105.168     2968.918
      81.164      186.200     2105.168     2968.918
      81.175        0.000     2105.168     2968.918
      81.185       93.600     2105.168     2968.918
      81.196        0.000     2105.168     2968.918
      81.207        0.000     2105.168     2968.918
      81.218        0.000     2105.168     2968.918
      81.229       92.200     2105.168     2968.918
      81.239        0.000     2105.168     2968.918
      81.249        0.000     2105.168     2968.918
      81.260       96.400     2105.168     2968.918
      81.270       96.900     2105.168     2968.918
      81.280        0.000     2105.168     2968.918
      81.291       96.400     2105.168     2968.918
      81.301       95.000     2105.168     2968.918
      81.312       94.800     2105.168     2968.918
      81.322        0.000     2105.168     2968.918
      81.333        0.000     2105.168     2968.918
      81.343       95.800     2105.168     2968.918
      81.353        0.000     2105.168     2968.918
      81.364        0.000     2105.168     2968.918
      81.374       96.500     2105.168     2968.918
      81.385        0.000     2105.168     2968.918
      81.396        0.000     2105.168     2968.918
      81.406       95.800     2105.168     2968.918
      81.416        0.000     2105.168     2968.918
      81.427        0.000     2105.168     2968.918
      81.437        0.000     2105.168     2968.918
      81.448        0.000     2105.168     2968.918
      81.458        0.000     2105.168     2968.918
      81.472        0.000     2105.168     2968.918
      81.483        0.000     2105.168     2968.918
      81.494       91.700     2105.168     2968.918
      81.504        0.000     2105.168     2968.918
      81.514       96.800     2105.168     2968.918
      81.525       96.000     2105.168     2968.918
      81.535       95.100     2105.168     2968.918
      81.546       93.100     2105.168     2968.918
      81.557       93.200     2105.168     2968.918
      81.567       93.900     2105.168     2968.918
      81.578       93.600     2105.168     2968.918
      81.589        0.000     2105.168     2968.918
      81.599        0.000     2105.168     2968.918
      81.610       94.300     2105.168     2968.918
      81.620       94.500     2105.168     2968.918
      81.631       94.300     2105.168     2968.918
      81.642       94.300     2105.168     2968.918
      81.652      189.200     2105.168     2968.918
      81.663        0.000     2105.168     2968.918
      81.673       94.100     2105.168     2968.918
      81.684       94.000     2105.168     2968.918
      81.695       94.200     2105.168     2968.918
      81.705       94.900     2105.168     2968.918
      81.716       94.100     2105.168     2968.918
      81.726       94.600     2105.168     2968.918
      81.737       93.700     2105.168     2968.918
      81.748       93.900     2105.168     2968.918
      81.758       94.300     2105.168     2968.918
      81.769       94.200     2105.168     2968.918
      81.779      188.300     2105.168     2968.918
      81.790       94.400     2105.168     2968.918
      81.801       94.000     2105.168     2968.918
      81.811        0.000     2105.168     2968.918
      81.822       93.400     2105.168     2968.918
      81.833       93.700     2105.168     2968.918
      81.843      187.500     2105.168     2968.918
      81.854      187.200     2105.168     2968.918
      81.865       94.000     2105.168     2968.918
      81.875      187.300     2105.168     2968.918
      81.886        0.000     2105.168     2968.918
      81.897       94.000     2105.168     2968.918
      81.907       93.400     2105.168     2968.918
      81.918      282.200     2105.168     2968.918
      81.929       93.600     2105.168     2968.918
      81.939       93.800     2105.168     2968.918
      81.950       93.600     2105.168     2968.918
      81.961      187.500     2105.168     2968.918
      81.971       93.600     2105.168     2968.918
      81.982       93.600     2105.168     2968.918
      81.993        0.000     2105.168     2968.918
      82.004       93.400     2105.168     2968.918
      82.014        0.000     2105.168     2968.918
      82.025        0.000     2105.168     2968.918
      82.035       93.800     2105.168     2968.918
      82.046       93.900     2105.168     2968.918
      82.057        0.000     2105.168     2968.918
      82.068      187.600     2105.168     2968.918
      82.078        0.000     2105.168     2968.918
      82.089       93.600     2105.168     2968.918
      82.100       93.800     2105.168     2968.918
      82.110        0.000     2105.168     2968.918
      82.121        0.000     2105.168     2968.918
      82.131       93.800     2105.168     2968.918
      82.142        0.000     2105.168     2968.918
      82.153       93.800     2105.168     2968.918
      82.163      187.400     2105.168     2968.918
      82.174      187.600     2105.168     2968.918
      82.185       93.300     2105.168     2968.918
      82.195       93.800     2105.168     2968.918
      82.206       94.400     2105.168     2968.918
      82.217       93.800     2105.168     2968.918
      82.227       94.600     2105.168     2968.918
      82.238       94.700     2105.168     2968.918
      82.248       93.900     2105.168     2968.918
      82.259      187.100     2105.168     2968.918
      82.270      187.300     2105.168     2968.918
      82.280      187.600     2105.168     2968.918
      82.291       94.100     2105.168     2968.918
      82.302       93.400     2105.168     2968.918
      82.312      187.000     2105.168     2968.918
      82.323       93.900     2105.168     2968.918
      82.334       93.900     2105.168     2968.918
      82.344       95.100     2105.168     2968.918
      82.355       94.100     2105.168     2968.918
      82.366       93.700     2105.168     2968.918
      82.376       93.900     2105.168     2968.918
      82.387      187.600     2105.168     2968.918
      82.398       93.700     2105.168     2968.918
      82.408       93.900     2105.168     2968.918
      82.419       93.600     2105.168     2968.918
      82.430       92.600     2105.168     2968.918
      82.442       80.300     2105.168     2968.918
      82.453        0.000     2105.168     2968.918
      82.464       89.000     2105.168     2968.918
      82.474       96.200     2105.168     2968.918
      82.485        0.000     2105.168     2968.918
      82.495      193.000     2105.168     2968.918
      82.509       71.000     2105.168     2968.918
      82.520       96.500     2105.168     2968.918
      82.530        0.000     2105.168     2968.918
      82.540        0.000     2105.168     2968.918
      82.551        0.000     2105.168     2968.918
      82.561        0.000     2105.168     2968.918
      82.571        0.000     2105.168     2968.918
      82.582        0.000     2105.168     2968.918
      82.592       96.700     2105.168     2968.918
      82.602        0.000     2105.168     2968.918
      82.613        0.000     2105.168     2968.918
      82.623       96.500     2105.168     2968.918
      82.633        0.000     2105.168     2968.918
      82.644        0.000     2105.168     2968.918
      82.654        0.000     2105.168     2968.918
      82.665        0.000     2105.168     2968.918
      82.675       95.600     2105.168     2968.918
      82.686       94.300     2105.168     2968.918
      82.696        0.000     2105.168     2968.918
      82.707       94.300     2105.168     2968.918
      82.717       94.500     2105.168     2968.918
      82.728        0.000     2105.168     2968.918
      82.738        0.000     2105.168     2968.918
      82.749       94.500     2105.168     2968.918
      82.760       94.600     2105.168     2968.918
      82.770       94.400     2105.168     2968.918
      82.781      188.300     2105.168     2968.918
      82.791        0.000     2105.168     2968.918
      82.802      189.000     2105.168     2968.918
      82.813       94.800     2105.168     2968.918
      82.823       94.300     2105.168     2968.918
      82.834      187.900     2105.168     2968.918
      82.844       94.300     2105.168     2968.918
      82.855       94.100     2105.168     2968.918
      82.866       93.700     2105.168     2968.918
      82.876      188.800     2105.168     2968.918
      82.887       93.500     2105.168     2968.918
      82.898      187.200     2105.168     2968.918
      82.908       94.100     2105.168     2968.918
      82.919       93.600     2105.168     2968.918
      82.930       94.600     2105.168     2968.918
      82.940       94.000     2105.168     2968.918
      82.951       94.100     2105.168     2968.918
      82.961      188.300     2105.168     2968.918
      82.972      186.900     2105.168     2968.918
      82.983       93.300     2105.168     2968.918
      82.994       94.000     2105.168     2968.918
      83.004       93.600     2105.168     2968.918
      83.015      187.100     2105.168     2968.918
      83.026      187.100     2105.168     2968.918
      83.036        0.000     2105.168     2968.918
      83.047       93.900     2105.168     2968.918
      83.058        0.000     2105.168     2968.918
      83.068      188.500     2105.168     2968.918
      83.079      186.600     2105.168     2968.918
      83.090       93.300     2105.168     2968.918
      83.100       93.600     2105.168     2968.918
      83.111       93.200     2105.168     2968.918
      83.122       93.500     2105.168     2968.918
      83.132        0.000     2105.168     2968.918
      83.143       93.500     2105.168     2968.918
      83.154       93.700     2105.168     2968.918
      83.164       93.800     2105.168     2968.918
      83.175       93.700     2105.168     2968.918
      83.186      188.000     2105.168     2968.918
      83.196      187.700     2105.168     2968.918
      83.207       93.600     2105.168     2968.918
      83.218       93.600     2105.168     2968.918
      83.228       93.700     2105.168     2968.918
      83.239       93.500     2105.168     2968.918
      83.250       93.500     2105.168     2968.918
      83.260       93.300     2105.168     2968.918
      83.271       93.300     2105.168     2968.918
      83.282      187.200     2105.168     2968.918
      83.292      187.100     2105.168     2968.918
      83.303       94.100     2105.168     2968.918
      83.314       93.900     2105.168     2968.918
      83.324      187.800     2105.168     2968.918
      83.335       93.500     2105.168     2968.918
      83.346       92.100     2105.168     2968.918
      83.357       93.100     2105.168     2968.918
      83.367       92.100     2105.168     2968.918
      83.378       93.500     2105.168     2968.918
      83.389       93.400     2105.168     2968.918
      83.400      280.100     2105.168     2968.918
      83.410       94.300     2105.168     2968.918
      83.421       94.100     2105.168     2968.918
      83.432       93.900     2105.168     2968.918
      83.442       93.700     2105.168     2968.918
      83.453       93.600     2105.168     2968.918
      83.464      186.800     2105.168     2968.918
      83.474       92.900     2105.168     2968.918
      83.485       93.700     2105.168     2968.918
      83.496       94.100     2105.168     2968.918
      83.507       90.800     2105.168     2968.918
      83.517       93.600     2105.168     2968.918
      83.528      192.300     2105.168     2968.918
      83.538       97.200     2105.168     2968.918
      83.548        0.000     2105.168     2968.918
      83.559       95.000     2105.168     2968.918
      83.569        0.000     2105.168     2968.918
      83.580       96.600     2105.168     2968.918
      83.590        0.000     2105.168     2968.918
      83.600       96.100     2105.168     2968.918
      83.611       96.200     2105.168     2968.918
      83.621        0.000     2105.168     2968.918
      83.632       96.300     2105.168     2968.918
      83.642       96.600     2105.168     2968.918
      83.652       96.700     2105.168     2968.918
      83.663        0.000     2105.168     2968.918
      83.673       96.700     2105.168     2968.918
      83.683       96.100     2105.168     2968.918
      83.694        0.000     2105.168     2968.918
      83.704        0.000     2105.168     2968.918
      83.715       96.700     2105.168     2968.918
      83.725       96.300     2105.168     2968.918
      83.736       95.300     2105.168     2968.918
      83.746       95.400     2105.168     2968.918
      83.757       95.400     2105.168     2968.918
      83.767        0.000     2105.168     2968.918
      83.777        0.000     2105.168     2968.918
      83.788      190.600     2105.168     2968.918
      83.798        0.000     2105.168     2968.918
      83.809       94.000     2105.168     2968.918
      83.820        0.000     2105.168     2968.918
      83.830       97.000     2105.168     2968.918
      83.840        0.000     2105.168     2968.918
      83.851       97.100     2105.168     2968.918
      83.861       97.200     2105.168     2968.918
      83.871       97.200     2105.168     2968.918
      83.881       97.200     2105.168     2968.918
      83.892        0.000     2105.168     2968.918
      83.902       96.600     2105.168     2968.918
      83.912       94.500     2105.168     2968.918
      83.923       95.400     2105.168     2968.918
      83.933       97.400     2105.168     2968.918
      83.944       96.800     2105.168     2968.918
      83.954       96.000     2105.168     2968.918
      83.965       96.100     2105.168     2968.918
      83.975       96.600     2105.168     2968.918
      83.985        0.000     2105.168     2968.918
      83.996       96.000     2105.168     2968.918
      84.006       95.500     2105.168     2968.918
      84.016      193.700     2105.168     2968.918
      84.027        0.000     2105.168     2968.918
      84.037       97.300     2105.168     2968.918
      84.047      194.500     2105.168     2968.918
      84.058        0.000     2105.168     2968.918
      84.068      195.000     2105.168     2968.918
      84.078       96.600     2105.168     2968.918
      84.089       95.200     2105.168     2968.918
